x	y	n	trajectory
290	83	3	62411,62637,62864,63098,|63563,63796,64028,|64489,64719,
290	157	1	39147,39369,39593,39821,40042,40263,40490,40705,40925,41152,41373,41592,41812,42029,42250,42482,42712,42938,43162,43389,43619,43838,44064,44284,44513,44733,44951,45174,45401,45628,45856,46083,
291	155	1	17159,17373,17592,17802,
291	156	19	3444,3652,3865,4074,4277,4488,4700,4908,5116,5322,5529,|6393,6607,|8514,8728,8944,|9354, 9567, 9777, 9985,10192,|11684,11896,12105,12316,12527,|13785,13991,|14622,14831,|15662,15878,16092,16304,|20393,20618,|21061,21285,21501,21721,21947,22168,22391,|22831,23060,|23947,24170,|25045,25271,|25717,25940,|26828,27049,27268,27492,27714,27940,28159,28382,28600,28826,29055,29282,29509,29730,29955,30176,30401,30628,30843,31058,31273,31485,31698,31914,32123,32351,32571,32796,33014,33239,33466,33694,33929,34159,34390,34619,34849,35071,35297,35525,35751,35978,36202,|37097,37334,37556,37783,38013,38247,|46529,46759,46987,47214,|49961,50186,50413,50644,50877,51106,51336,51562,51785,52021,|52476,52707,52937,53169,
291	157	1	1784,1987,2187,
291	222	2	51563,51786,52022,52245,|55228,55458,
291	223	3	56857,57095,57320,|57779,58008,58236,|58941,59175,
292	164	1	37557,37784,
292	222	1	62638,62866,63099,63330,63564,63797,
292	223	5	43839,44065,44285,44514,44734,44952,45175,45402,45629,45857,46084,46307,46530,46760,46988,47215,47440,47668,47899,48134,48363,48598,48822,49055,49285,49509,49730,49962,50187,50414,50645,|53170,53401,53628,53852,|54311,54539,54764,|55923,56156,|60586,60817,61049,61281,61505,61732,61949,62180,62412,
293	25	1	17160,17374,17593,17803,18027,18241,18455,18665,18885,19100,19317,19529,19744,19963,20176,20394,20619,20838,
293	78	1	46086,46310,46533,46763,46991,47218,
293	257	1	56158,56391,
294	24	1	22608,22832,23061,23283,23504,23724,23948,24172,24391,24610,24828,25046,25272,25497,25718,25942,26162,26383,26604,26829,27051,27270,27493,27715,27941,28160,28383,28601,28827,29057,29283,29510,29732,29957,30177,30402,30629,30844,
294	25	2	14623,14832,15039,15248,15458,15663,|16521,16732,
294	77	1	36646,36873,37100,37337,
294	78	5	29058,29284,29512,29733,29958,30179,30403,30631,30845,31060,31275,31487,31701,31917,32125,32353,32573,32798,33017,33241,33468,33696,33932,34162,34392,34621,34851,35074,35300,|37786,38016,38249,38476,38700,38924,39149,39372,39596,39823,40045,40266,40493,40707,40927,41155,41376,41595,41815,42032,42253,42485,42715,42941,43165,43392,43622,43842,44068,44288,44517,44736,|45177,45404,45632,|53173,53404,53631,53855,54086,54314,54542,54767,54998,55231,55461,55695,55925,56159,56392,56626,56859,|57322,57552,57782,58011,58238,58464,58702,58943,59178,59414,59644,59882,60117,60353,60589,60820,61052,61284,61507,61735,61952,62183,62415,62641,62869,63102,63333,63566,63800,64031,64257,64492,64723,64951,65189,65424,
295	78	1	14834,15041,15250,15460,15665,15880,16095,16306,16523,16734,16942,17162,17376,17595,17805,18029,18243,18457,18667,18886,
296	78	4	3655, 3869, 4077, 4280, 4491, 4703, 4911, 5119, 5325, 5532, 5745, 5961, 6183, 6396, 6610, 6823, 7041, 7248, 7460, 7672, 7884, 8093, 8303, 8517, 8731, 8947, 9154, 9357, 9570, 9780, 9988,10195,10406,|10835,11044,11257,11470,11687,11899,|12734,12946,13160,|13577,13788,13995,14206,14418,
296	235	4	11258,11471,11688,11900,12108,12320,12530,12735,12947,13161,13369,13578,13789,13996,14207,14419,14625,14835,15042,15251,15461,15666,15881,16096,|19965,20177,20396,20621,20840,21063,21287,21503,21723,21950,|22393,22610,22834,23063,23285,23506,23726,|25943,26164,26384,26606,26831,27052,27271,27495,27717,27943,28162,28385,28603,28829,29059,29286,29513,29734,29959,30180,30405,30632,30847,31061,31276,31488,31702,31918,32127,32355,32575,32800,33018,33243,33470,33698,33933,34163,34394,34623,34853,35075,35301,35528,35755,35981,36205,36428,36648,36875,37101,37338,37560,37788,38017,38251,38478,38701,38925,39151,39373,39597,39825,40046,40267,40494,40709,40929,41156,41377,41596,41816,42033,42254,42486,42716,42942,43166,43393,43623,43843,44069,44289,44518,44738,44955,45179,45406,45633,45860,46088,46311,46534,46764,
296	236	1	47219,47443,47671,47902,48137,48366,48601,48825,49058,49288,49512,49733,49965,50190,50417,50648,50880,51109,51339,51566,51789,52025,52248,52479,52710,52940,53174,53405,53632,53856,54088,54315,54543,54768,54999,55232,55462,55696,55926,56160,56393,56627,56861,57097,57323,57553,57783,58012,58240,58466,58704,58945,59179,59415,59646,59883,60118,60354,60590,60821,61053,61285,61509,61736,61953,62184,62416,62642,62870,63103,63334,63568,63801,64032,64258,64493,64724,
297	235	1	19319,19531,
297	292	3	6184,6397,|12736,12948,|22611,22835,23064,23286,
297	293	2	7673,7885,|21504,21724,21951,22170,
300	11	1	48368,48603,48827,49060,49290,49514,49735,49967,50192,50420,
300	12	1	51111,51341,51568,51791,52027,52250,52481,52712,52942,53176,53407,53634,
300	38	1	26386,26608,26833,27054,27273,27497,27719,27945,28164,28387,28605,28831,29061,29288,29516,
301	11	4	9573, 9784, 9991,10198,10409,10621,10837,11047,11262,11474,11691,11903,12111,12323,12533,12739,12951,13164,13371,13581,13792,14000,14210,14422,14628,14838,15045,15254,15464,15669,15884,16099,16309,16526,16738,16946,17166,17379,17598,17809,18032,18246,18461,18670,18889,19104,19322,19534,19748,19968,20181,20399,20624,20843,21066,21290,21507,21727,21954,22173,22396,22614,22837,23067,23289,23509,23729,23952,24175,24396,24614,24832,25050,|27055,27274,27498,27720,27946,28165,28388,28606,28832,29062,29289,29515,29736,29961,30182,30407,30634,30849,31063,31278,31490,31704,31920,32129,32357,32577,32802,33020,33245,33472,33700,33935,34165,34396,34625,34855,35077,|35983,36207,36430,36650,36877,37103,37340,37562,37790,38019,38253,38480,38703,38927,39153,39375,39599,39827,40048,40269,40496,40711,40931,41158,41379,41598,41818,42036,42256,42488,42718,42944,43168,43395,43625,43845,44071,44291,44520,44740,44957,45181,45408,45635,45862,46090,46313,46536,46766,46993,|58242,58468,58706,58947,59181,59417,59648,59885,60120,
301	12	2	26166,26387,26609,|54545,54770,55001,55234,55464,55698,55928,56162,56395,56629,56863,57099,57325,
301	191	7	14211,14423,14629,14839,15046,15255,15465,15670,15885,16100,16310,16527,16739,16947,17167,17380,17599,17810,18033,18247,18462,18671,18890,19105,19323,19535,19749,19969,20182,20400,20625,20844,21067,21291,21508,21728,21955,22174,22397,22615,22839,23068,23290,23510,23730,23953,24176,24397,24615,24833,25051,25277,25501,25722,25946,26167,26388,26610,26834,27056,27275,27499,27721,27947,28166,28389,28607,28833,29063,29290,29517,29737,29962,30183,30408,30635,30850,31064,31279,31491,31705,31921,32130,32358,32578,32803,33021,33246,33473,33701,33936,34166,34397,34626,34856,35078,35303,35531,35757,35984,36208,36431,36651,36878,37104,37341,37563,37791,38020,38254,38481,38704,38928,39154,|40049,40270,40497,40712,40932,41159,41380,41599,41819,42037,42257,42489,42719,42945,43169,43396,43626,43846,44072,44292,44521,44741,44958,45182,45409,45636,45863,46091,|46537,46767,46994,47221,47445,47674,47904,|48369,48604,48828,49061,49291,49515,49736,|50193,50419,50650,|51569,51792,|60121,60356,
303	82	1	53858,54091,54318,54547,
303	83	6	20845,21068,|40713,40934,|48370,48606,|55003,55235,55466,|57555,57786,|59649,59887,
303	84	1	58470,58707,
304	83	7	3025,3237,|16311,16528,|24616,24834,|29518,29738,29963,30185,|33248,33476,|42259,42491,|45638,45865,
304	84	1	65429,65659,
305	104	3	33249,33477,33704,|34169,34401,|35534,35761,35987,
305	164	1	56398,56632,56866,
306	159	2	15886,16101,|25725,25948,26169,
